,question,allennlp_entities,extracted_entities,image_urls
0,What is the water's pH and its impact on organisms?,"[""the water 's"", ""the water 's pH"", ""the water 's pH and its impact on organisms"", 'its impact on organisms', 'its impact', 'organisms']","[['Water'], ['Water'], ['Water'], ['Higher organisms'], ['Environmental impacts'], ['Living organisms']]","[['https://upload.wikimedia.org/wikipedia/commons/f/ff/H2O.svg'], ['https://upload.wikimedia.org/wikipedia/commons/f/ff/H2O.svg'], ['https://upload.wikimedia.org/wikipedia/commons/f/ff/H2O.svg'], ['https://upload.wikimedia.org/wikipedia/commons/a/a2/Relationships_between_degeneracy%2C_complexity%2C_robustness%2C_and_evolvability.png'], ['https://upload.wikimedia.org/wikipedia/commons/9/96/Environmental_impact_of_aquatic_photosynthetic_microorganisms.png'], ['https://upload.wikimedia.org/wikipedia/commons/b/ba/Tree_of_Living_Organisms_2.png']]"
0,How do animals communicate?,['animals'],"[['Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals']]","[['https://upload.wikimedia.org/wikipedia/commons/c/ce/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_33%29_BHL2458980.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_28%29_BHL2459063.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_23%29_BHL2459045.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_32%29_BHL2458986.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_31%29_BHL2459055.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_32%29_BHL2458988.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_24%29_BHL2459081.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_21%29_BHL2459035.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_25%29_BHL2459077.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_41%29_BHL2459150.jpg']]"
0,How do different surfaces affect friction?,"['different surfaces', 'friction']","[['White surface', 'White surface', 'White surface', 'White surface', 'White surface'], ['Frictional force', 'Frictional force', 'Frictional force', 'Frictional force', 'Frictional force']]","[['https://upload.wikimedia.org/wikipedia/commons/3/3a/White_and_Grey_Surface.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Infrared_microphotography_of_the_surface_structure_of_white_nephrite.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Grey_speckled_white_patchy_granite_rock_seamless_stone_surface_texture.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Daily_Sea_Surface_Temperatures_60S-60N_1979-2023.png', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Military_Symbol_-_Neutral_Unit_%28Black%26White_1x1_Frame%29-_Missile_-_Surface_to_Surface_%28NATO_APP-6%29.svg'], ['https://upload.wikimedia.org/wikipedia/commons/b/b7/Friction_relative_to_normal_force_%28diagram%29.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Friction_diagram.png', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Static_and_dynamic_friction_on_a_hill.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Friction_angle.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Forces_fregament_empenta_eu.png']]"
0,What is the water cycle and its stages?,"['the water cycle and its stages', 'its stages', 'the water cycle']","[['Water cycle', 'Water cycle', 'Water cycle'], ['Indian elephant', 'Modernization', 'Modernization'], ['Water cycle', 'Water cycle', 'Water cycle']]","[['https://upload.wikimedia.org/wikipedia/commons/3/3a/Water_cycle_diagram-vi.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/60/USGS_WaterCycle_English_ONLINE_20221013.png', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Watercyclesummary.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/5/55/Tusker_Elephant_Bath1_Nagarhole_Kabini_Apr22_D72_23842.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Food-safety-modernization-act-fsma.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Armored_System_Modernization_medium_chassis.png'], ['https://upload.wikimedia.org/wikipedia/commons/3/3a/Water_cycle_diagram-vi.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/60/USGS_WaterCycle_English_ONLINE_20221013.png', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Watercyclesummary.jpg']]"
0,How do plants and animals adapt to their environment?,"['their environment', 'plants and animals']","[['Carbon cycle', 'Environmental organizations', 'Environmental organizations', 'Invertebrata', 'Surroundings'], ['Plants', 'Plants', 'Plants', 'Plants', 'Plants']]","[['https://upload.wikimedia.org/wikipedia/commons/3/34/Ice_sheets_in_the_global_carbon_cycle.png', 'https://upload.wikimedia.org/wikipedia/commons/2/22/New_River_Area_of_Critical_Environmental_Concern%2C_Oregon_%2815484509309%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/Case_Mountain_Area_of_Critical_Environmental_Concern%2C_California_%2815473265788%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/61/Anax_imperator_2015_11_23_6807.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Environment_Agency_110809_143343.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Plants_in_an_apartment.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Ranakalli_plant.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Varieties_of_Indoor_plants_in_a_flowerpot.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/My_garden_plants_42.jpg']]"
0,What is the difference between weather and climate?,"['weather and climate', 'the difference between weather and climate', 'the difference']","[['Global climate', 'Global climate', 'Global climate'], ['Global climate', 'Global climate', 'Global climate'], ['Confusion', 'Confusion', 'Confusion']]","[['https://upload.wikimedia.org/wikipedia/commons/e/e3/Map_world_climate_zones_%28simplified_to_10%29-fr.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/ClimateMap_World.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/BlueMarble_monthlies_animation.gif'], ['https://upload.wikimedia.org/wikipedia/commons/e/e3/Map_world_climate_zones_%28simplified_to_10%29-fr.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/ClimateMap_World.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/BlueMarble_monthlies_animation.gif'], ['https://upload.wikimedia.org/wikipedia/commons/b/b5/Noun_confusion_2900892.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Noun_confusion_Delwar_781825.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Autism_Double_Empathy_1.png']]"
0,How do different liquids affect the rusting of iron?,"['iron', 'the rusting', 'different liquids', 'the rusting of iron']","[['Iron', 'Iron'], ['Iron', 'Iron'], ['Liquid', 'Liquid'], ['Iron', 'Iron']]","[['https://upload.wikimedia.org/wikipedia/commons/8/8f/Fe-TableImage.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Iron_oxyhydroxides.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/8/8f/Fe-TableImage.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Iron_oxyhydroxides.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/a/a8/Liquid_Fishbones.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/Liquid_Heart.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/8/8f/Fe-TableImage.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Iron_oxyhydroxides.jpg']]"
0,What are renewable and non-renewable resources?,[],[],[]
0,How do plants and animals respond to changes in the environment?,"['the environment', 'changes in the environment', 'plants and animals', 'changes']","[['Environmental management', 'Environmental management'], ['Physical changes', 'Physical changes'], ['Plants', 'Plants'], ['Physical changes', 'Physical changes']]","[['https://upload.wikimedia.org/wikipedia/commons/5/55/RI-DEM_LOGO.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/UIS_Einteilung.png'], ['https://upload.wikimedia.org/wikipedia/commons/e/ee/Changes_in_Muscle_CSA_change.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Figure_3~_Changes_in_Muscle_CSA_change.png'], ['https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Plants_in_an_apartment.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/e/ee/Changes_in_Muscle_CSA_change.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Figure_3~_Changes_in_Muscle_CSA_change.png']]"
0,What are the properties of different types of rocks?,"['the properties', 'different types', 'the properties of different types of rocks', 'different types of rocks', 'rocks']","[['Specific properties', 'Specific properties'], ['Classification', 'Classification'], ['Rocks', 'Rocks'], ['Rocks', 'Rocks'], ['Rocks', 'Rocks']]","[['https://upload.wikimedia.org/wikipedia/commons/3/3e/Pressure-specific_volume_chart_for_steam%2C_in_US_units.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Soils%2C_their_properties_and_management_%281915%29_%2820795877542%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/3/32/K%C3%B6ppen-Geiger_Climate_Classification_Map_%281980%E2%80%932016%29_no_borders.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/K%C3%B6ppen-Geiger_Climate_Classification_Map.png'], ['https://upload.wikimedia.org/wikipedia/commons/2/2f/Balanced_Rock.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Basalt_-_amygdaloidal_structure.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/2/2f/Balanced_Rock.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Basalt_-_amygdaloidal_structure.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/2/2f/Balanced_Rock.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Basalt_-_amygdaloidal_structure.jpg']]"
0,How do animals use camouflage?,"['animals', 'camouflage']","[['Animals', 'Animals', 'Animals', 'Animals', 'Animals'], ['Army', 'Army', 'Army', 'Army', 'Army']]","[['https://upload.wikimedia.org/wikipedia/commons/c/ce/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_33%29_BHL2458980.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_28%29_BHL2459063.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_23%29_BHL2459045.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_32%29_BHL2458986.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_31%29_BHL2459055.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/2/24/%C4%86wiczenia_taktyczno-logistyczne_zaopatrzeniowc%C3%B3w_z_11DKPanc_%2809%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Iris_Joyce%2C_a_new_recruit_to_the_Women%27s_Land_Army_is_weighed_at_the_Northampton_Institute_of_Agriculture%2C_during_1942._D8791.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/Woman%27s_Land_Army_of_Calif._LOC_27510115381.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a9/Rostov-on-Don_2014_Victory_Day_Parade_Rehearsal%2C_Army_vehicle%2C_Russia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/US_Army_Artillery_Museum_-_292.jpg']]"
0,How do different objects fall at the same rate in a vacuum?,"['different objects', 'a vacuum', 'the same rate']","[['Object A', 'Object A', 'Object A'], ['Vacuum', 'Iodine test', 'Space'], ['Molecule', 'Law of constant proportions', 'Law of constant proportions']]","[['https://upload.wikimedia.org/wikipedia/commons/e/ee/Papierkanten_--_2020_--_9535.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Haltern_am_See%2C_Sythen%2C_Werkzeughalle_der_Quarzwerke_--_2015_--_5012.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Haltern_am_See%2C_Sythen%2C_Werkzeughalle_der_Quarzwerke_--_2015_--_4433.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/e/e7/Sample_holder_in_ultrahigh_vacuum_chamber_for_angle-resolved_photoemission_spectroscopy.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/American_journal_of_pharmacy_%281899%29_%2814596758050%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Logo_of_the_United_States_Space_Force_%282019%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/f/ff/Solid_molecule_structure.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Gesetz_der_konstanten_Proportionen_anhand_der_Massenverh%C3%A4ltnisse_von_diversen_Molek%C3%BClen.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Ura_sortzeko_erreakzioa.png']]"
0,What is the difference between a predator and a prey?,"['a predator and a prey', 'a predator', 'a prey', 'the difference between a predator and a prey', 'the difference']","[['Prey', 'Prey'], ['Prey', 'Prey'], ['Prey', 'Prey'], ['Prey', 'Prey'], ['Confusion', 'Confusion']]","[['https://upload.wikimedia.org/wikipedia/commons/5/5e/Polar_bear_%28Ursus_maritimus%29_with_its_prey.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Leptogenys_laeviceps_20210822_011357_0718_D500_Yathumon_M_A.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/5/5e/Polar_bear_%28Ursus_maritimus%29_with_its_prey.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Leptogenys_laeviceps_20210822_011357_0718_D500_Yathumon_M_A.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/5/5e/Polar_bear_%28Ursus_maritimus%29_with_its_prey.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Leptogenys_laeviceps_20210822_011357_0718_D500_Yathumon_M_A.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/5/5e/Polar_bear_%28Ursus_maritimus%29_with_its_prey.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Leptogenys_laeviceps_20210822_011357_0718_D500_Yathumon_M_A.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/b/b5/Noun_confusion_2900892.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Noun_confusion_Delwar_781825.svg']]"
0,What are the phases of mitosis?,"['the phases of mitosis', 'mitosis', 'the phases']","[['Mitosis', 'Mitosis', 'Mitosis'], ['Mitosis', 'Mitosis', 'Mitosis'], ['Third phase', 'Third phase', 'Third phase']]","[['https://upload.wikimedia.org/wikipedia/commons/f/f7/Mitosis_cells_sequence_English.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/95/Cell_division_-_Mitosis_5_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Cell_division_-_Mitosis_7_--_Smart-Servier.png'], ['https://upload.wikimedia.org/wikipedia/commons/f/f7/Mitosis_cells_sequence_English.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/95/Cell_division_-_Mitosis_5_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Cell_division_-_Mitosis_7_--_Smart-Servier.png'], ['https://upload.wikimedia.org/wikipedia/commons/2/29/Third_platform_of_Phase_14_of_South_Pars_Dome_Gas-Condensate_field_09.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Third_platform_of_Phase_14_of_South_Pars_Dome_Gas-Condensate_field_012.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Third_platform_of_Phase_14_of_South_Pars_Dome_Gas-Condensate_field_03.jpg']]"
0,How does the human skin protect the body?,"['the human skin', 'the body']","[['Body surface', 'Body surface', 'Body surface', 'Body surface', 'Body surface'], ['Human bodies', 'Human bodies', 'Human bodies', 'Human bodies', 'Human bodies']]","[['https://upload.wikimedia.org/wikipedia/commons/b/ba/BSA_Motorrad_Oldtimer_Monschau_2008.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/BSA_500_1947_%2839633994261%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/C4342773_BSA_M20.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Landmarks_and_surface_markings_of_the_human_body_%281913%29_%2814577841197%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Landmarks_and_surface_markings_of_the_human_body_%281913%29_%2814763968122%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/f/fe/Human_Body_02.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/201_Elements_of_the_Human_Body.02-bn.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Male_back_3d-shaded_human_illustration.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Male_front_3d-shaded_human_illustration.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Female-male_front-back_3d-shaded_human_illustration.svg']]"
0,How do animals adapt to their habitats?,"['their habitats', 'animals']","[['Habitat', 'Habitat', 'Habitat', 'Habitat', 'Absolute refractive index'], ['Animals', 'Animals', 'Animals', 'Animals', 'Animals']]","[['https://upload.wikimedia.org/wikipedia/commons/3/37/Habitat_Fragmentation.png', 'https://upload.wikimedia.org/wikipedia/commons/7/70/The_Flamingo%27s_Wildlife_Habitat_03.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/The_Flamingo%27s_Wildlife_Habitat_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/The_Flamingo%27s_Wildlife_Habitat_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Refraction_of_light_at_the_Russian_aggression_smile_of.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/c/ce/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_33%29_BHL2458980.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_28%29_BHL2459063.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_23%29_BHL2459045.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_32%29_BHL2458986.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_31%29_BHL2459055.jpg']]"
