,question,allennlp_entities,extracted_entities,image_urls
0,What is the difference between a mixture and a compound?,"['a mixture and a compound', 'the difference between a mixture and a compound', 'a mixture', 'a compound', 'the difference']","[['Mixture', 'Mixture', 'Mixture', 'Mixture', 'Mixture', 'Mixture', 'Mixture', 'Mixture', 'Mixture', 'Mixture']]","[['https://upload.wikimedia.org/wikipedia/commons/d/d3/Schematische_Einteilung_der_Stoffe.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Fe-S_mixture_03.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Fe-S_mixture_05.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Fe-S_mixture_04.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Fe-S_mixture_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Fe-S_mixture_06.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Heterogeneous_and_Homogeneous_mixtures.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Fe-S_mixture_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Part_of_the_%27sufficient_similarity%27_doctrine%2C_from_EPA_%22Guidelines_for_the_Health_Risk_Assessment_of_Chemical_Mixtures%22.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Mixtures_and_Pure_Substances.svg']]"
0,What is the water's pH and its impact on organisms?,"['its impact on organisms', 'organisms', ""the water 's pH and its impact on organisms"", 'its impact', ""the water 's"", ""the water 's pH""]","[['Higher organisms', 'Jersey', 'Living organisms', 'Living organisms', 'Living organisms', 'Living organisms', 'Living organisms', 'Living organisms', 'Living organisms', 'Living organisms']]","[['https://upload.wikimedia.org/wikipedia/commons/a/a2/Relationships_between_degeneracy%2C_complexity%2C_robustness%2C_and_evolvability.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/1981_pilot_Jersey.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Tree_of_Living_Organisms_2.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Tree_of_Living_Organisms_2-ta.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Blue_organisms_-_idea_for_nail_polish.png', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Pink_anemonefish_BWP.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Chlorurus_troschelii.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/2014.07.11.-13-Eilenburg_Hainichen--Blutrote_Heidelibelle-Paarung.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Different_kinds_of_life_on_Earth.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Tree_of_Living_Organisms.PNG']]"
0,How do animals communicate?,['animals'],"[['Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals']]","[['https://upload.wikimedia.org/wikipedia/commons/c/ce/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_33%29_BHL2458980.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_28%29_BHL2459063.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_23%29_BHL2459045.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_32%29_BHL2458986.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_31%29_BHL2459055.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_32%29_BHL2458988.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_24%29_BHL2459081.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_21%29_BHL2459035.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_25%29_BHL2459077.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_41%29_BHL2459150.jpg']]"
0,How do different surfaces affect friction?,"['friction', 'different surfaces']","[['Frictional force', 'Frictional force', 'Frictional force', 'Frictional force', 'Frictional force', 'Frictional force', 'Abraham Lincoln', 'Slippery', 'Slippery', 'Slippery']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b7/Friction_relative_to_normal_force_%28diagram%29.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Friction_diagram.png', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Static_and_dynamic_friction_on_a_hill.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Friction_angle.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Forces_fregament_empenta_eu.png', 'https://upload.wikimedia.org/wikipedia/commons/9/97/Friction_in_Mechanical_Engines_in_Course_of_experimental_philosophy%2C_1731.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Abraham_Lincoln_MET_DP304456.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Slippery_Rock_athletics_logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Black_Swamp_Preserve_Slippery_Elm_Trailhead.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Japan_Public_information_symbol_-_Caution_Slippery_Surface.svg']]"
0,What is the water cycle and its stages?,"['its stages', 'the water cycle', 'the water cycle and its stages']","[['Water cycle', 'Water cycle', 'Water cycle', 'Water cycle', 'Water cycle', 'Water cycle', 'Water cycle', 'Water cycle', 'Water cycle', 'Water cycle']]","[['https://upload.wikimedia.org/wikipedia/commons/3/3a/Water_cycle_diagram-vi.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/60/USGS_WaterCycle_English_ONLINE_20221013.png', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Watercyclesummary.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Cycle_de_l%27eau.png', 'https://upload.wikimedia.org/wikipedia/commons/7/73/HumanIntegratedWaterCycle_%282%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Watercycle-french.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/71/Pathways_of_pesticide_movement_in_the_hydrologic_cycle.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Water_Cycle-en.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a9/Hydrologic_cycle.png', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Water_Cycle_-_br.svg']]"
0,How do plants and animals adapt to their environment?,"['their environment', 'plants and animals']","[['Animals', 'Animals', 'Animals', 'Phylogeny', 'Plants', 'Plants', 'Plants', 'Plants', 'Plants', 'Plants']]","[['https://upload.wikimedia.org/wikipedia/commons/c/ce/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_33%29_BHL2458980.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_28%29_BHL2459063.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_23%29_BHL2459045.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Phylogenetic_tree_based_on_the_mitochondrial_sequences_%28COI%2C_658_bp%29_of_specimens_identified_as_Simulium_dentulosum_and_Simulium_vorax_from_Kakoi-Koda_Focus.tif', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Plants_in_an_apartment.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Ranakalli_plant.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Varieties_of_Indoor_plants_in_a_flowerpot.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/My_garden_plants_42.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/My_garden_plants_15.jpg']]"
0,What is the difference between weather and climate?,"['the difference', 'the difference between weather and climate', 'weather and climate']","[['Global climate', 'Global climate', 'Global climate', 'Global climate', 'Global climate', 'Global climate', 'Global climate', 'Global climate', 'Global climate', 'Global climate']]","[['https://upload.wikimedia.org/wikipedia/commons/e/e3/Map_world_climate_zones_%28simplified_to_10%29-fr.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/ClimateMap_World.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/BlueMarble_monthlies_animation.gif', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/MonthlyMeanT.gif', 'https://upload.wikimedia.org/wikipedia/commons/1/16/-_No_More_Empty_Promises_-_Global_Climate_Strike_%28Geelong%29_%2851052130357%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Maastricht_Global_Climate_Strike_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Maastricht_Global_Climate_Strike_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/San_Francisco_Global_Climate_Strike_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Global_Climate_Strike_IMG_0215_%2847351157782%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Global_Climate_Strike_IMG_0237_%2840438403493%29.jpg']]"
0,How do different liquids affect the rusting of iron?,"['different liquids', 'iron', 'the rusting of iron', 'the rusting']","[['Iron', 'Iron', 'Iron', 'Iron', 'Iron', 'bulb', 'Soft iron core', 'Soft iron core', 'Soft iron core', 'Soft iron core']]","[['https://upload.wikimedia.org/wikipedia/commons/8/8f/Fe-TableImage.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Iron_oxyhydroxides.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Microbial_iron_cycle.png', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Fe%28Nor%294Contacts.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/Electric_steam_iron.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/3Way_bulb_diagram.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4d/Two_iron_magnetic_cores.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Nucleo_ad_U_con_giogo_-_Museo_scienza_tecnologia_Milano_04164_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Magnetic-field-transformer-with-core.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Caso_SMG20_-_MD_Microwave_Oven_Manufacturing_MD-801EMR-1-0190.jpg']]"
0,What are renewable and non-renewable resources?,[],"[['Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel']]","[['https://upload.wikimedia.org/wikipedia/commons/4/48/Santorum_at_renewable_fuels_summit_003_%285388428871%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Renewable_energy_reduces_fossil_fuel_imports_to_Turkey.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/20211104_Percentage_of_electricity_from_fossil_fuels%2C_nuclear%2C_renewables_-_biggest_fossil_fuel_emitters.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Photo_praxair_plant.hydrogen.infrastructure.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Net_electricity_generation_from_renewable_and_fossil_fuel_sources_in_Denmark.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Estimated_Renewable_Share_of_Total_Final_Energy_Consumption_%28TFEC%29_2009_v._2019.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Santorum_at_renewable_fuels_summit_005_%285388430363%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Santorum_at_renewable_fuels_summit_001_%285388427493%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Santorum_at_renewable_fuels_summit_008_%285389038918%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Santorum_at_renewable_fuels_summit_006_%285388431079%29.jpg']]"
0,How do plants and animals respond to changes in the environment?,"['changes', 'the environment', 'changes in the environment', 'plants and animals']","[['Animals', 'Animals', 'Animals', 'Phylogeny', 'Plants', 'Plants', 'Plants', 'Plants', 'Plants', 'Plants']]","[['https://upload.wikimedia.org/wikipedia/commons/c/ce/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_33%29_BHL2458980.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_28%29_BHL2459063.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_23%29_BHL2459045.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Phylogenetic_tree_based_on_the_mitochondrial_sequences_%28COI%2C_658_bp%29_of_specimens_identified_as_Simulium_dentulosum_and_Simulium_vorax_from_Kakoi-Koda_Focus.tif', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Plants_in_an_apartment.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Ranakalli_plant.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Varieties_of_Indoor_plants_in_a_flowerpot.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/My_garden_plants_42.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/My_garden_plants_15.jpg']]"
0,What are the properties of different types of rocks?,"['rocks', 'different types', 'different types of rocks', 'the properties', 'the properties of different types of rocks']","[['Rocks', 'Rocks', 'Rocks', 'Rocks', 'Rocks', 'Rocks', 'Rocks', 'Rocks', 'Rocks', 'Rocks']]","[['https://upload.wikimedia.org/wikipedia/commons/2/2f/Balanced_Rock.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Basalt_-_amygdaloidal_structure.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/Seal_Rocks%2C_Ocean_Beach%2C_San_Francisco.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Rocks_boulders.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/Rocks_in_Karystos_Euboea_Greece.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Beach_rocks_and_pebbles.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Brimham_Rocks_MMB_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Rocks_in_Acapulco.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Seal_Rocks_and_Point_Bonita_Lighthouse.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/View_of_rocks_and_woodland_at_rathmullan_beach.jpg']]"
0,How do animals use camouflage?,"['animals', 'camouflage']","[['Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals']]","[['https://upload.wikimedia.org/wikipedia/commons/c/ce/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_33%29_BHL2458980.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_28%29_BHL2459063.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_23%29_BHL2459045.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_32%29_BHL2458986.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_31%29_BHL2459055.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_32%29_BHL2458988.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_24%29_BHL2459081.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_21%29_BHL2459035.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_25%29_BHL2459077.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_41%29_BHL2459150.jpg']]"
0,How do different objects fall at the same rate in a vacuum?,"['different objects', 'a vacuum', 'the same rate']","[['Object A', 'Object A', 'Object A', 'Object A', 'Object A', 'Object A', 'Object A', 'Object A', 'Object A', 'Object A']]","[['https://upload.wikimedia.org/wikipedia/commons/e/ee/Papierkanten_--_2020_--_9535.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Haltern_am_See%2C_Sythen%2C_Werkzeughalle_der_Quarzwerke_--_2015_--_5012.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Haltern_am_See%2C_Sythen%2C_Werkzeughalle_der_Quarzwerke_--_2015_--_4433.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Gasbl%C3%A4schen_--_2022_--_9759.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/M%C3%BCnster%2C_Abfallbeh%C3%A4lter_am_F%C3%BCrstenberghaus_--_2020_--_5069.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Filzuntersetzer_--_2022_--_9752.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Borkum%2C_alte_Seemine_--_um_1982.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Natuurgebied_Petgatten_De_Feanhoop._19-10-2020._%28actm.%29_51.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/L%C3%BCbeck%2C_Marienkirche_--_2017_--_0494.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Buntstifte_--_2021_--_9148.jpg']]"
0,What is the difference between a predator and a prey?,"['a predator and a prey', 'a predator', 'a prey', 'the difference', 'the difference between a predator and a prey']","[['Prey', 'Prey', 'Prey', 'Prey', 'Prey', 'Prey', 'Prey', 'Prey', 'Prey', 'Prey']]","[['https://upload.wikimedia.org/wikipedia/commons/5/5e/Polar_bear_%28Ursus_maritimus%29_with_its_prey.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Leptogenys_laeviceps_20210822_011357_0718_D500_Yathumon_M_A.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Leptogenys_laeviceps_20210822_011431_0721_D500_Yathumon_M_A.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Agapostemon_texanus_killed_by_Peucetia_viridans_-_iNaturalist_56389401.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/African_wild_dog_%28Lycaon_pictus_pictus%29_with_springbok.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Population_-_Municipality_code_27478.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Bermuda_%28UK%29_image_number_228_fish_predation_beneath_surface_at_Horseshoe_Bay_beach.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/%D0%9D%D0%B5%D0%B7%D1%80%D0%B8%D0%BC%D0%BE%D0%B5_%D1%85%D0%B8%D1%89%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%BE_%28%D0%B2_%D0%BE%D1%81%D0%B0%D0%B4%D0%B5%29._Invisible_Predation_%28under_siege%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Prey_symmetric.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Tenodera_sinensis_eats_male_Libellula_luctuosa.jpg']]"
