,answer,allennlp_entities,extracted_entities,image_urls
0,Potential energy and kinetic energy are two forms of energy that objects can possess,"['Potential energy and kinetic energy', 'energy', 'two forms', 'two forms of energy that objects can possess']","[['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b5/Lightning_over_Oradea_Romania_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Energy_employment_as_a_share_of_global_employment%2C_and_by_energy_sector%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Energy_employment_in_fossil_fuel_and_clean_energy_sectors.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Energy_employment_in_fossil_fuel_and_clean_energy_sectors_by_region_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Employment_in_selected_energy_subsectors%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Energy_employment_by_region_and_economic_sector%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6_%E0%A6%AA%E0%A6%B0%E0%A6%AE%E0%A6%BE%E0%A6%A3%E0%A7%81_%E0%A6%B6%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF_%E0%A6%95%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0_%28Atomic_Energy_Centre%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Lightning_in_Arlington.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Kreikan_Energian_tuotanto_2020.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/D%C3%A9composition_Kaya_Transports_-_Les_5_leviers_de_d%C3%A9carbonation_entre_sobri%C3%A9t%C3%A9_et_technologie.png']]"
0,Different types of soils have various properties that affect their fertility and suitability for different purposes,"['Different types', 'Different types of soils', 'suitability', 'various properties', 'various properties that affect their fertility and suitability for different purposes', 'different purposes', 'suitability for different purposes', 'soils', 'their fertility']","[['Soil', 'Soil', 'Baking industry', 'soil', 'Respiratory organs', 'Soils', 'Star fish', 'Soil', 'Soil', 'Soil']]","[['https://upload.wikimedia.org/wikipedia/commons/6/61/Soil_Survey_of_Brookings_Area%2C_South_Dakota_-_DPLA_-_71b9ff9eb8edd2ee16cbb6df3da8d989_%28page_20%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/Antigo_%28soil%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Fez%2C_Morocco-_Bread.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/%D0%A7%D0%BE%D1%80%D0%BD%D0%BE%D0%B7%D0%B5%D0%BC.JPG', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Respiratory_system-uk.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Crider_soil_USDA_NRCS_profile.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Horned_Sea_Star_Eating_Shrimp.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/Soil_Survey_of_Brookings_Area%2C_South_Dakota_-_DPLA_-_71b9ff9eb8edd2ee16cbb6df3da8d989_%28page_9%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Soil_Survey_of_Brookings_Area%2C_South_Dakota_-_DPLA_-_71b9ff9eb8edd2ee16cbb6df3da8d989_%28page_14%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a9/Soil_Survey_of_Brookings_Area%2C_South_Dakota_-_DPLA_-_71b9ff9eb8edd2ee16cbb6df3da8d989_%28page_10%29.jpg']]"
0,"The Earth's atmosphere is composed of several main components:

1","[""The Earth 's"", 'several main components', ""The Earth 's atmosphere"", 'several main components : 1']","[['Atmosphere of Earth', 'Atmosphere of Earth', 'Atmosphere of Earth', 'Atmosphere of Earth', 'Atmosphere of Earth', 'Extrusive rocks', 'Atmosphere of the earth', 'Atmosphere of the earth', 'Atmosphere of the earth', 'Atmosphere of the earth']]","[['https://upload.wikimedia.org/wikipedia/commons/9/93/Earth_Atmosphere_%28%E0%A6%AA%E0%A7%83%E0%A6%A5%E0%A6%BF%E0%A6%AC%E0%A7%80%E0%A6%B0_%E0%A6%AC%E0%A6%BE%E0%A6%AF%E0%A6%BC%E0%A7%81%E0%A6%AE%E0%A6%A3%E0%A7%8D%E0%A6%A1%E0%A6%B2%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Atmosphere_layers%2C_temperature_and_airborne_emission_sources.png', 'https://upload.wikimedia.org/wikipedia/commons/2/25/Astronomy%3B_a_section_through_the_earth%2C_showing_the_atmosphere_Wellcome_V0024723.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Venus-Mars-Earth-Atmosphere-rus.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Zuurstofcrisis_or_Great_Oxidation_Event.png', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Gabbronorite_%28%22Impala_Black_Granite%22%29_%28Bushveld_Complex%2C_2.054-2.061_Ga%2C_Paleoproterozoic%3B_north_of_Rustenburg%2C_North_West_Province%2C_South_Africa%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Atmosphere_layers-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Layers_of_the_Atmosphere_of_the_Earth-Persian.png', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Earth_Atmosphere_pl.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Earth_Atmosphere-fr.svg']]"
0,Animals use camouflage as a way to blend in with their surroundings and avoid being detected by predators or prey,"['predators', 'a way', 'Animals', 'camouflage', 'their surroundings', 'prey']","[['Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals']]","[['https://upload.wikimedia.org/wikipedia/commons/c/ce/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_33%29_BHL2458980.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_28%29_BHL2459063.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_23%29_BHL2459045.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_32%29_BHL2458986.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_31%29_BHL2459055.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_32%29_BHL2458988.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_24%29_BHL2459081.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_21%29_BHL2459035.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_25%29_BHL2459077.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_41%29_BHL2459150.jpg']]"
0,The greenhouse effect is a natural process that occurs in the Earth's atmosphere,"['The greenhouse effect', 'a natural process', ""a natural process that occurs in the Earth 's atmosphere"", ""the Earth 's atmosphere"", ""the Earth 's""]","[['Atmosphere of Earth', 'Atmosphere of Earth', 'Atmosphere of Earth', 'Atmosphere of Earth', 'Atmosphere of Earth', 'Extrusive rocks', 'Atmosphere of the earth', 'Atmosphere of the earth', 'Atmosphere of the earth', 'Atmosphere of the earth']]","[['https://upload.wikimedia.org/wikipedia/commons/9/93/Earth_Atmosphere_%28%E0%A6%AA%E0%A7%83%E0%A6%A5%E0%A6%BF%E0%A6%AC%E0%A7%80%E0%A6%B0_%E0%A6%AC%E0%A6%BE%E0%A6%AF%E0%A6%BC%E0%A7%81%E0%A6%AE%E0%A6%A3%E0%A7%8D%E0%A6%A1%E0%A6%B2%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Atmosphere_layers%2C_temperature_and_airborne_emission_sources.png', 'https://upload.wikimedia.org/wikipedia/commons/2/25/Astronomy%3B_a_section_through_the_earth%2C_showing_the_atmosphere_Wellcome_V0024723.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Venus-Mars-Earth-Atmosphere-rus.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Zuurstofcrisis_or_Great_Oxidation_Event.png', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Gabbronorite_%28%22Impala_Black_Granite%22%29_%28Bushveld_Complex%2C_2.054-2.061_Ga%2C_Paleoproterozoic%3B_north_of_Rustenburg%2C_North_West_Province%2C_South_Africa%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Atmosphere_layers-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Layers_of_the_Atmosphere_of_the_Earth-Persian.png', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Earth_Atmosphere_pl.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Earth_Atmosphere-fr.svg']]"
0,Pollution can have various harmful effects on the environment,"['various harmful effects on the environment', 'various harmful effects', 'Pollution', 'the environment']","[['Air pollution', 'Air pollution', 'Air pollution', 'Air pollution', 'Air pollution', 'Air pollution', 'Air pollution', 'Air pollution', 'Air pollution', 'Bald Eagle']]","[['https://upload.wikimedia.org/wikipedia/commons/0/0d/Air_pollution3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/AlfedPalmersmokestacks.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Air_pollution_by_industrial_chimneys.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Air_pollution_by_refrigerated_truck_Lille_France_2018_janvier.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Air_pollution_by_refrigerated_truck_Lille_France_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/N%C3%A9bulosit%C3%A9_artificielle_urbaine_induite_par_le_r%C3%A9chauffement_urbain_%28bulle_chaleur%29_et_la_pollution_particulaire_Paris_London_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/1/11/Top_10_European_cities_where_air_pollution_has_increased_and_decreased_the_most_since_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Top_10_US_cities_where_air_pollution_has_increased_and_decreased_the_most_since_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Top_10_global_cities_where_air_pollution_has_increased_and_decreased_the_most_since_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b8/2017-09-09_%28151%29_Falconry_with_Haliaeetus_vocifer_%28African_fish_eagle%29_at_Oberkapfenberg_castle.jpg']]"
0,The human muscular system is responsible for movement and stability,"['The human muscular system', 'movement and stability']","[['Muscular tissues', 'Muscular tissues', 'Muscular tissues', 'Muscular tissues', 'Porpoises', 'Muscles', 'Muscles', 'Muscles', 'Muscles', 'Muscles']]","[['https://upload.wikimedia.org/wikipedia/commons/e/ea/1116_Muscle_of_the_Male_Perineum.png', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Cornea_muscle-ad_tendon_mice_cart-horse-surf.png', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Gray_%E2%80%94_musculus_levator_glandulae_thyroideae.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Arm_muscles_front_superficial.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/HMSM_Porpoise_FL5727.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Levers_in_the_Skeletal_Muscular_System.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/1121_Intrinsic_Muscles_of_the_Hand.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Muscular_system-back.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Muscles_Controlled_by_the_Accessory_Nerve_-_Hebrew.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Skeletal_muscles_homo_sapiens.JPG']]"
0,There are two main types of ocean currents: surface currents and deep ocean currents,"['two main types of ocean currents', 'surface currents and deep ocean currents', 'two main types', 'deep ocean currents', 'ocean currents', 'two main types of ocean currents : surface currents and deep ocean currents', 'surface currents']","[['Ocean current', 'Ocean current', 'Ocean current', 'Ocean current', 'Ocean current', 'Ocean current', 'Ocean current', 'earthquake', 'Oceans', 'Oceans']]","[['https://upload.wikimedia.org/wikipedia/commons/0/0e/Corrientes_peruanas.png', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Admiralty_Chart_No_5216_South_Pacific_Ocean_text.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Admiralty_Chart_No_5216_South_Pacific_Ocean%2C_Published_1942.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Admiralty_Chart_No_5215_North_Pacific_Ocean%2C_Published_1942.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Admiralty_Chart_No_5212_South_Atlantic_Ocean_text.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Antarctic_Circumpolar_Current.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Admiralty_Chart_No_5215_North_Pacific_Ocean_text.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Quake_epicenters_1963-98.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Clouds_over_the_Atlantic_Ocean.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Ocean_beach_at_low_tide_against_the_sun.jpg']]"
0,Different types of waves have various properties that define their behavior,"['Different types', 'Different types of waves', 'various properties', 'various properties that define their behavior', 'waves', 'their behavior']","[['Wave', 'Wave', 'Wave', 'Wave', 'Wave', 'Wave', 'Wave', 'Wave', 'Wave', 'Wave']]","[['https://upload.wikimedia.org/wikipedia/commons/4/47/Triangular_wave_and_square_wave_on_oscilloscope_screen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/La_horde_-_Surfers_riding_a_wave_in_Paea%2C_Tahiti.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Blender3D_CircularWaveAnim.gif', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/William-Adolphe_Bouguereau_%281825-1905%29_-_The_Wave_%281896%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Wave_Crashing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Porto_Covo_January_2020-11.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Breaking_Wave.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Breaking_wave_looped.gif', 'https://upload.wikimedia.org/wikipedia/commons/5/58/Racing_the_Waves.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/I_am_a_wave..._-_Flickr_-_Hamed_Saber.jpg']]"
0,"The human excretory system helps maintain water balance in the body through several processes:

1","['water balance in the body', 'the body', 'water balance', 'The human excretory system', 'several processes']","[['Human excreta', 'Human excreta', 'Human excreta', 'Human excreta', 'Human excreta', 'Oral rehydration solution', 'Excreta', 'Butter', 'Wastes', 'Animal excreta']]","[['https://upload.wikimedia.org/wikipedia/commons/1/16/BywaterDoesFecalMatter.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Lai_Nullah.JPG', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/Dziki_na_smieciach_Berlina.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Biohazard_bag.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/52/Farmers_of_forty_centuries_-_manure_boats_on_Soochow_creek%2C_Shanghai%2C_China.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/DripDrop_ORS_Flavor_packets_and_cup_of_watermelon_DripDrop.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Renal_Acidosis_excretion_of_Bicarbonate.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Toast_with_garlic_and_butter.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Refuse_Challenge_at_Lapaz.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/The_brain%2C_and_ways_of_excretion_of_humours%2C_circa_1428._Wellcome_M0000437.jpg']]"
0,Different colors absorb and reflect light based on their unique properties,"['Different colors', 'their unique properties', 'light']","[['Light source', 'Light source', 'Light source', 'Sacs', 'light', 'light', 'light', 'light', 'light', 'light']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b5/USA_Antelope-Canyon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/71/Emanation_1.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Chicago_Union_Station_1943.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Sacs_vocaux_d%27une_grenouille.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Ray_of_Light_Capture_d.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Light_spectrum_on_a_wall_caused_by_sunlight_going_through_prism_and_then_handmade_glass.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/General_introduction_to_light_attenuation_and_observation_of_natural_fluorescence_in_near-shore_marine_environments_-_12898_2008_104_MOESM4_ESM.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Leds_sodium_spectrum_fr.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/04/Electromagnetic_spectrum_bands.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/LUMA_Southern_Light_Project_Queenstown%2C_New_Zealand.jpg']]"
0,Plants and animals have different ways of dispersing seeds to help them spread and grow in new locations,"['different ways', 'new locations', 'Plants and animals', 'seeds']","[['Seed', 'Seed', 'Seed', 'Seed', 'Fine gravel', 'Seeds', 'Seeds', 'Seeds', 'Muscle fibre', 'Sprouted seeds']]","[['https://upload.wikimedia.org/wikipedia/commons/1/14/Compilation_of_seeds_with_elaiosomes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Men_sowing_seed_%281293906%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Datura_stramonium_MHNT.BOT.2004.0.263a.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Thespesia_populnea_MHNT.BOT.2009.13.12.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Gravel_%282613620955%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Lychee_fruits_and_seed.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Jalape%C3%B1o_cut.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Nigella_damascena_seeds_2020.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/Brain_and_spinal_cord%3B_a_manual_for_the_study_of_the_morphology_and_fibre-tracts_of_the_central_nervous_system_%281912%29_%2814741295406%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/3-day-old_buckwheat_sprouts.jpg']]"
0,Energy is the ability to do work or cause a change,"['the ability to do work or cause a change', 'Energy', 'a change', 'work']","[['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b5/Lightning_over_Oradea_Romania_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Energy_employment_as_a_share_of_global_employment%2C_and_by_energy_sector%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Energy_employment_in_fossil_fuel_and_clean_energy_sectors.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Energy_employment_in_fossil_fuel_and_clean_energy_sectors_by_region_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Employment_in_selected_energy_subsectors%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Energy_employment_by_region_and_economic_sector%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6_%E0%A6%AA%E0%A6%B0%E0%A6%AE%E0%A6%BE%E0%A6%A3%E0%A7%81_%E0%A6%B6%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF_%E0%A6%95%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0_%28Atomic_Energy_Centre%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Lightning_in_Arlington.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Kreikan_Energian_tuotanto_2020.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/D%C3%A9composition_Kaya_Transports_-_Les_5_leviers_de_d%C3%A9carbonation_entre_sobri%C3%A9t%C3%A9_et_technologie.png']]"
